CustomerKey,Gender,TotalChildren,HouseOwnerFlag,SalesTerritoryRegion,SalesTerritoryCountry,SalesTerritoryGroup,EnglishEducation,EnglishOccupation,Age,DateFirstPurchase,CommuteDistance,NumberCarsOwned,YearlyIncomeBand
16926,M,2,1,Australia,Australia,Pacific,Partial High School,Clerical,70,2013-05-13,5-10 Miles,2,Below 40k
16927,F,4,1,Australia,Australia,Pacific,High School,Skilled Manual,70,2013-02-17,5-10 Miles,2,Below 40k
16928,M,2,1,Australia,Australia,Pacific,Partial College,Clerical,57,2011-02-17,5-10 Miles,2,Below 40k
16929,F,2,0,Australia,Australia,Pacific,Partial College,Clerical,69,2011-02-14,5-10 Miles,2,Below 40k
16930,F,4,1,Australia,Australia,Pacific,High School,Skilled Manual,67,2013-04-02,5-10 Miles,2,Below 40k
16931,M,3,1,Australia,Australia,Pacific,Partial College,Clerical,67,2011-02-18,5-10 Miles,2,Below 40k
16932,M,1,1,United Kingdom,United Kingdom,Europe,Graduate Degree,Manual,52,2013-06-29,0-1 Miles,0,Below 40k
16933,M,1,1,United Kingdom,United Kingdom,Europe,Graduate Degree,Manual,47,2013-09-20,0-1 Miles,0,Below 40k
16934,F,1,1,United Kingdom,United Kingdom,Europe,Graduate Degree,Manual,47,2013-09-25,0-1 Miles,0,Below 40k
16935,M,1,1,United Kingdom,United Kingdom,Europe,Graduate Degree,Clerical,53,2013-07-09,0-1 Miles,0,Below 40k
16936,F,1,1,France,France,Europe,Graduate Degree,Clerical,78,2013-02-18,0-1 Miles,0,Below 40k
16937,M,5,1,France,France,Europe,Graduate Degree,Clerical,47,2012-12-16,0-1 Miles,0,Below 40k
16938,F,1,1,United Kingdom,United Kingdom,Europe,Bachelors,Manual,57,2012-05-11,0-1 Miles,0,Below 40k
16939,F,1,1,Germany,Germany,Europe,Partial College,Manual,52,2013-08-22,0-1 Miles,0,Below 40k
16940,F,1,1,Germany,Germany,Europe,Bachelors,Clerical,52,2012-08-12,0-1 Miles,0,Below 40k
16941,F,2,1,Germany,Germany,Europe,Partial College,Manual,47,2013-12-07,0-1 Miles,0,Below 40k
16942,F,2,1,France,France,Europe,Partial College,Manual,61,2012-01-01,0-1 Miles,1,Below 40k
16943,F,1,1,Germany,Germany,Europe,Bachelors,Clerical,71,2013-07-02,0-1 Miles,0,Below 40k
16944,M,1,1,Germany,Germany,Europe,Bachelors,Clerical,77,2012-08-01,0-1 Miles,0,Below 40k
16945,F,1,1,United Kingdom,United Kingdom,Europe,Graduate Degree,Clerical,77,2012-05-27,0-1 Miles,0,Below 40k
16946,F,1,1,United Kingdom,United Kingdom,Europe,Graduate Degree,Clerical,76,2012-06-01,0-1 Miles,0,Below 40k
16947,F,1,1,Southwest,United States,North America,Bachelors,Skilled Manual,39,2013-04-16,2-5 Miles,0,40K TO 80K
16948,F,1,1,Canada,Canada,North America,Bachelors,Skilled Manual,39,2013-04-04,0-1 Miles,1,40K TO 80K
16949,M,1,1,Southwest,United States,North America,Bachelors,Skilled Manual,39,2013-04-20,2-5 Miles,1,40K TO 80K
16950,M,1,1,Canada,Canada,North America,Bachelors,Skilled Manual,44,2013-04-30,0-1 Miles,1,40K TO 80K
16951,F,1,1,Northwest,United States,North America,Bachelors,Skilled Manual,44,2013-04-03,2-5 Miles,1,40K TO 80K
16952,M,1,1,Canada,Canada,North America,Bachelors,Skilled Manual,39,2013-05-29,2-5 Miles,1,40K TO 80K
16953,F,1,1,Southwest,United States,North America,Graduate Degree,Professional,44,2013-02-02,2-5 Miles,0,40K TO 80K
16954,M,1,1,Northwest,United States,North America,Graduate Degree,Professional,45,2014-01-12,2-5 Miles,0,40K TO 80K
16955,M,2,1,Canada,Canada,North America,Bachelors,Skilled Manual,45,2013-06-28,2-5 Miles,0,40K TO 80K
16956,M,2,1,Northwest,United States,North America,Bachelors,Skilled Manual,40,2013-04-11,2-5 Miles,0,40K TO 80K
16957,M,1,1,Northwest,United States,North America,Graduate Degree,Professional,45,2013-12-21,0-1 Miles,0,40K TO 80K
16958,M,1,1,Canada,Canada,North America,Graduate Degree,Professional,38,2013-02-11,2-5 Miles,0,40K TO 80K
16959,M,1,1,Canada,Canada,North America,Graduate Degree,Professional,44,2013-03-07,2-5 Miles,0,40K TO 80K
16960,F,1,1,Northwest,United States,North America,Graduate Degree,Professional,43,2013-10-01,2-5 Miles,0,40K TO 80K
16961,F,2,1,Southwest,United States,North America,Graduate Degree,Professional,38,2013-10-30,0-1 Miles,0,40K TO 80K
16962,M,1,1,Southwest,United States,North America,Graduate Degree,Professional,45,2014-01-19,0-1 Miles,0,40K TO 80K
16963,F,1,1,Southwest,United States,North America,Graduate Degree,Professional,40,2013-04-02,0-1 Miles,0,40K TO 80K
16964,M,1,1,Canada,Canada,North America,Graduate Degree,Professional,46,2013-02-01,0-1 Miles,0,40K TO 80K
16965,F,2,0,Southwest,United States,North America,Bachelors,Skilled Manual,47,2013-03-18,0-1 Miles,1,40K TO 80K
16966,F,5,0,Southwest,United States,North America,High School,Skilled Manual,48,2013-12-17,10+ Miles,3,40K TO 80K
16967,M,3,1,Northwest,United States,North America,Graduate Degree,Professional,45,2013-11-10,2-5 Miles,0,40K TO 80K
16968,M,2,1,Southwest,United States,North America,Graduate Degree,Professional,45,2013-11-18,0-1 Miles,0,80k to 120k
16969,M,2,1,Southwest,United States,North America,Graduate Degree,Professional,44,2013-11-17,0-1 Miles,0,80k to 120k
16970,F,2,1,Northwest,United States,North America,Bachelors,Skilled Manual,42,2013-04-12,2-5 Miles,1,40K TO 80K
16971,F,2,0,Northwest,United States,North America,Bachelors,Skilled Manual,47,2013-06-25,0-1 Miles,1,40K TO 80K
16972,M,2,1,Northwest,United States,North America,Bachelors,Skilled Manual,37,2013-04-12,2-5 Miles,1,40K TO 80K
16973,F,2,1,Southwest,United States,North America,Bachelors,Skilled Manual,48,2013-04-16,2-5 Miles,1,40K TO 80K
16974,F,2,1,Northwest,United States,North America,Bachelors,Skilled Manual,42,2013-04-09,2-5 Miles,1,40K TO 80K
16975,M,3,1,Northwest,United States,North America,Bachelors,Skilled Manual,49,2013-09-06,2-5 Miles,0,40K TO 80K
16976,F,3,0,Southwest,United States,North America,Bachelors,Skilled Manual,49,2013-03-31,0-1 Miles,0,40K TO 80K
16977,M,0,1,Southwest,United States,North America,Graduate Degree,Professional,48,2013-05-08,2-5 Miles,0,40K TO 80K
16978,M,0,1,Northwest,United States,North America,Graduate Degree,Professional,49,2013-03-12,0-1 Miles,0,40K TO 80K
16979,F,4,1,Southwest,United States,North America,Graduate Degree,Professional,48,2013-11-13,2-5 Miles,0,40K TO 80K
16980,F,4,1,Northwest,United States,North America,Graduate Degree,Professional,49,2013-04-11,2-5 Miles,0,40K TO 80K
16981,M,5,1,Northwest,United States,North America,Graduate Degree,Professional,45,2013-11-17,0-1 Miles,0,40K TO 80K
16982,F,5,1,Southwest,United States,North America,Graduate Degree,Professional,40,2013-01-28,0-1 Miles,2,40K TO 80K
16983,M,3,1,Southwest,United States,North America,Graduate Degree,Professional,46,2013-11-23,0-1 Miles,0,80k to 120k
16984,M,0,1,Southwest,United States,North America,Bachelors,Professional,44,2013-05-15,2-5 Miles,1,40K TO 80K
16985,M,3,1,Northwest,United States,North America,Bachelors,Skilled Manual,44,2013-08-25,2-5 Miles,1,80k to 120k
16986,F,3,1,Northwest,United States,North America,Bachelors,Skilled Manual,50,2013-07-03,2-5 Miles,1,80k to 120k
16987,M,3,1,Canada,Canada,North America,Bachelors,Skilled Manual,50,2013-08-13,2-5 Miles,2,80k to 120k
16988,M,3,0,Southwest,United States,North America,Bachelors,Skilled Manual,44,2013-12-01,0-1 Miles,2,80k to 120k
16989,F,3,1,Northwest,United States,North America,Bachelors,Skilled Manual,44,2013-11-26,2-5 Miles,2,80k to 120k
16990,M,0,1,Southwest,United States,North America,Graduate Degree,Professional,49,2013-06-27,0-1 Miles,0,40K TO 80K
16991,F,4,1,Northwest,United States,North America,Bachelors,Skilled Manual,50,2013-03-21,2-5 Miles,2,40K TO 80K
16992,M,4,1,Southwest,United States,North America,Bachelors,Skilled Manual,39,2013-03-31,2-5 Miles,2,40K TO 80K
16993,M,4,1,Northwest,United States,North America,Bachelors,Skilled Manual,45,2013-06-25,5-10 Miles,3,40K TO 80K
16994,F,5,1,Southwest,United States,North America,Bachelors,Skilled Manual,51,2013-08-31,2-5 Miles,1,40K TO 80K
16995,F,5,1,Canada,Canada,North America,Bachelors,Skilled Manual,50,2013-06-11,5-10 Miles,3,40K TO 80K
16996,F,5,1,Canada,Canada,North America,Bachelors,Skilled Manual,50,2013-06-15,2-5 Miles,3,40K TO 80K
16997,F,4,0,Southwest,United States,North America,Bachelors,Skilled Manual,51,2013-05-19,0-1 Miles,2,40K TO 80K
16998,F,4,0,Northwest,United States,North America,Bachelors,Skilled Manual,45,2013-05-18,0-1 Miles,2,40K TO 80K
16999,F,4,0,Southwest,United States,North America,Bachelors,Skilled Manual,45,2013-05-12,0-1 Miles,2,40K TO 80K
17000,F,4,1,Southwest,United States,North America,Bachelors,Skilled Manual,52,2013-11-12,2-5 Miles,2,40K TO 80K
17001,F,4,0,Northwest,United States,North America,Bachelors,Skilled Manual,51,2013-11-07,0-1 Miles,2,40K TO 80K
17002,M,4,1,Northwest,United States,North America,Bachelors,Professional,46,2013-11-18,2-5 Miles,2,40K TO 80K
17003,F,4,0,Southwest,United States,North America,Bachelors,Professional,51,2013-10-29,0-1 Miles,2,40K TO 80K
17004,F,4,1,Southwest,United States,North America,Bachelors,Professional,41,2013-11-01,2-5 Miles,2,40K TO 80K
17005,F,4,1,Southwest,United States,North America,Bachelors,Professional,52,2013-11-21,0-1 Miles,2,40K TO 80K
17006,M,4,1,Northwest,United States,North America,Bachelors,Professional,52,2013-11-22,0-1 Miles,2,40K TO 80K
17007,M,0,0,Southwest,United States,North America,Bachelors,Professional,47,2013-11-11,2-5 Miles,1,40K TO 80K
17008,M,0,0,Southwest,United States,North America,Bachelors,Professional,47,2013-11-15,2-5 Miles,1,40K TO 80K
17009,M,0,1,Southwest,United States,North America,Bachelors,Professional,46,2013-11-08,2-5 Miles,1,40K TO 80K
17010,F,0,1,Southwest,United States,North America,Bachelors,Professional,47,2013-11-15,2-5 Miles,1,40K TO 80K
17011,F,2,1,Southwest,United States,North America,Graduate Degree,Professional,41,2013-05-08,2-5 Miles,0,40K TO 80K
17012,F,3,1,Southwest,United States,North America,Graduate Degree,Professional,51,2013-05-25,2-5 Miles,0,40K TO 80K
17013,F,1,0,Northwest,United States,North America,Bachelors,Professional,53,2013-11-18,0-1 Miles,1,40K TO 80K
17014,M,1,1,Southwest,United States,North America,Bachelors,Professional,47,2013-02-11,2-5 Miles,1,40K TO 80K
17015,F,1,1,Northwest,United States,North America,Bachelors,Professional,53,2013-05-03,2-5 Miles,1,40K TO 80K
17016,F,1,0,Southwest,United States,North America,Bachelors,Professional,52,2013-02-16,2-5 Miles,1,40K TO 80K
17017,M,1,1,Northwest,United States,North America,Partial College,Skilled Manual,53,2013-11-28,0-1 Miles,1,40K TO 80K
17018,F,4,1,Southwest,United States,North America,High School,Skilled Manual,48,2013-05-09,2-5 Miles,3,40K TO 80K
17019,F,4,1,Northwest,United States,North America,High School,Skilled Manual,43,2013-11-30,2-5 Miles,4,40K TO 80K
17020,F,4,1,Northwest,United States,North America,High School,Skilled Manual,53,2013-05-02,2-5 Miles,2,40K TO 80K
17021,F,1,1,Southwest,United States,North America,Partial College,Skilled Manual,53,2013-05-21,2-5 Miles,1,40K TO 80K
17022,F,1,1,Southwest,United States,North America,Partial College,Skilled Manual,48,2013-05-29,2-5 Miles,1,40K TO 80K
17023,M,1,1,Canada,Canada,North America,Partial College,Skilled Manual,49,2013-06-12,0-1 Miles,1,40K TO 80K
17024,F,1,1,Southwest,United States,North America,Partial College,Skilled Manual,54,2013-05-09,0-1 Miles,1,40K TO 80K
17025,M,0,0,Canada,Canada,North America,Partial College,Skilled Manual,48,2013-07-15,2-5 Miles,1,40K TO 80K
17026,M,0,0,Canada,Canada,North America,Partial College,Skilled Manual,47,2013-02-28,0-1 Miles,1,40K TO 80K
17027,F,0,0,Canada,Canada,North America,Partial College,Skilled Manual,48,2013-02-02,0-1 Miles,1,40K TO 80K
17028,F,1,1,Northwest,United States,North America,Partial College,Skilled Manual,43,2013-05-20,2-5 Miles,1,40K TO 80K
17029,F,1,1,Southwest,United States,North America,Partial College,Skilled Manual,43,2013-05-27,0-1 Miles,1,40K TO 80K
17030,F,1,1,Southwest,United States,North America,Partial College,Skilled Manual,50,2013-05-06,2-5 Miles,1,40K TO 80K
17031,F,5,1,Southwest,United States,North America,Bachelors,Professional,55,2013-04-09,2-5 Miles,1,40K TO 80K
17032,F,5,1,Southwest,United States,North America,Bachelors,Professional,55,2013-10-13,2-5 Miles,1,40K TO 80K
17033,M,5,1,Southwest,United States,North America,Bachelors,Professional,50,2013-04-13,2-5 Miles,1,40K TO 80K
17034,F,4,1,Canada,Canada,North America,Bachelors,Professional,56,2013-07-28,2-5 Miles,0,40K TO 80K
17035,M,4,1,Northwest,United States,North America,Bachelors,Professional,55,2013-02-15,2-5 Miles,1,40K TO 80K
17036,F,5,0,Canada,Canada,North America,Graduate Degree,Professional,50,2013-02-20,10+ Miles,3,40K TO 80K
17037,M,4,1,Canada,Canada,North America,Graduate Degree,Professional,55,2013-09-04,0-1 Miles,0,80k to 120k
17038,M,4,1,Southwest,United States,North America,Graduate Degree,Professional,56,2013-11-02,0-1 Miles,0,80k to 120k
17039,F,1,1,Southwest,United States,North America,Bachelors,Professional,57,2013-05-06,2-5 Miles,1,40K TO 80K
17040,M,1,1,Northwest,United States,North America,Bachelors,Professional,51,2013-05-26,0-1 Miles,1,40K TO 80K
17041,M,1,1,Northwest,United States,North America,Bachelors,Professional,57,2013-05-21,2-5 Miles,1,40K TO 80K
17042,M,1,1,Northwest,United States,North America,Bachelors,Professional,45,2013-05-27,2-5 Miles,1,40K TO 80K
17043,F,1,1,Northwest,United States,North America,Bachelors,Professional,46,2013-05-02,2-5 Miles,1,40K TO 80K
17044,F,5,1,Northwest,United States,North America,Graduate Degree,Management,56,2013-09-14,0-1 Miles,0,80k to 120k
17045,M,1,1,Australia,Australia,Pacific,Graduate Degree,Management,40,2011-02-19,0-1 Miles,0,80k to 120k
17046,M,1,1,Australia,Australia,Pacific,Graduate Degree,Management,45,2011-02-21,0-1 Miles,0,80k to 120k
17047,F,1,1,Australia,Australia,Pacific,Graduate Degree,Management,40,2011-02-02,0-1 Miles,0,80k to 120k
17048,F,1,1,Australia,Australia,Pacific,Graduate Degree,Management,34,2011-02-20,0-1 Miles,0,80k to 120k
17049,F,1,0,Australia,Australia,Pacific,Graduate Degree,Management,46,2011-02-27,0-1 Miles,0,80k to 120k
17050,F,4,1,Australia,Australia,Pacific,Graduate Degree,Management,44,2011-02-24,0-1 Miles,1,80k to 120k
17051,F,2,1,Australia,Australia,Pacific,Bachelors,Professional,47,2011-02-03,0-1 Miles,1,40K TO 80K
17052,M,5,1,Australia,Australia,Pacific,Bachelors,Professional,41,2013-04-20,10+ Miles,3,40K TO 80K
17053,F,5,1,Australia,Australia,Pacific,Bachelors,Professional,46,2013-05-23,10+ Miles,3,40K TO 80K
17054,M,5,1,Australia,Australia,Pacific,Bachelors,Professional,42,2013-05-28,10+ Miles,3,40K TO 80K
17055,M,1,1,Australia,Australia,Pacific,Graduate Degree,Management,34,2011-03-04,1-2 Miles,1,80k to 120k
17056,M,1,1,Australia,Australia,Pacific,Graduate Degree,Management,45,2011-03-22,2-5 Miles,1,80k to 120k
17057,F,1,1,Australia,Australia,Pacific,Graduate Degree,Management,45,2013-04-17,5-10 Miles,1,80k to 120k
17058,F,5,1,Australia,Australia,Pacific,Bachelors,Professional,47,2013-08-12,10+ Miles,4,40K TO 80K
17059,M,5,1,Australia,Australia,Pacific,Bachelors,Professional,42,2013-06-11,10+ Miles,4,40K TO 80K
17060,M,5,1,Australia,Australia,Pacific,Graduate Degree,Management,48,2013-07-14,0-1 Miles,2,80k to 120k
17061,F,5,1,Australia,Australia,Pacific,Graduate Degree,Management,42,2013-07-13,0-1 Miles,3,80k to 120k
17062,F,5,1,Australia,Australia,Pacific,Graduate Degree,Management,47,2013-01-29,0-1 Miles,3,80k to 120k
17063,F,5,1,Australia,Australia,Pacific,Bachelors,Professional,49,2013-02-21,0-1 Miles,4,80k to 120k
17064,F,0,1,Australia,Australia,Pacific,Bachelors,Professional,43,2011-03-14,2-5 Miles,0,80k to 120k
17065,M,0,1,Australia,Australia,Pacific,Graduate Degree,Management,38,2011-03-06,2-5 Miles,0,80k to 120k
17066,F,3,1,Australia,Australia,Pacific,Bachelors,Professional,50,2013-08-05,0-1 Miles,1,40K TO 80K
17067,F,3,1,Australia,Australia,Pacific,Bachelors,Professional,44,2013-08-26,5-10 Miles,1,40K TO 80K
17068,M,0,0,Australia,Australia,Pacific,Bachelors,Professional,46,2013-06-29,5-10 Miles,1,40K TO 80K
17069,F,0,0,Australia,Australia,Pacific,Bachelors,Professional,41,2011-03-12,0-1 Miles,1,40K TO 80K
17070,F,5,1,Australia,Australia,Pacific,Bachelors,Professional,41,2013-02-12,0-1 Miles,4,80k to 120k
17071,F,0,1,Australia,Australia,Pacific,Bachelors,Professional,50,2011-03-02,5-10 Miles,1,40K TO 80K
17072,F,3,1,Australia,Australia,Pacific,Bachelors,Professional,51,2013-10-21,0-1 Miles,2,40K TO 80K
17073,M,3,1,Australia,Australia,Pacific,Bachelors,Professional,51,2013-08-03,5-10 Miles,2,40K TO 80K
17074,M,4,1,Australia,Australia,Pacific,Bachelors,Professional,51,2013-01-30,0-1 Miles,2,40K TO 80K
17075,F,4,1,Australia,Australia,Pacific,Bachelors,Professional,50,2013-08-18,10+ Miles,3,40K TO 80K
17076,M,5,1,Australia,Australia,Pacific,Bachelors,Professional,46,2013-08-10,5-10 Miles,3,40K TO 80K
17077,M,3,0,Australia,Australia,Pacific,Bachelors,Professional,52,2013-03-02,0-1 Miles,2,40K TO 80K
17078,F,0,0,Australia,Australia,Pacific,Bachelors,Professional,51,2013-02-04,5-10 Miles,1,40K TO 80K
17079,F,0,0,Australia,Australia,Pacific,Bachelors,Professional,52,2011-03-22,0-1 Miles,1,40K TO 80K
17080,F,0,1,France,France,Europe,Partial College,Clerical,36,2012-01-26,2-5 Miles,1,Below 40k
17081,F,0,0,France,France,Europe,Partial College,Clerical,35,2013-07-07,0-1 Miles,1,Below 40k
17082,F,0,0,Germany,Germany,Europe,Partial College,Clerical,41,2012-08-18,2-5 Miles,1,Below 40k
17083,F,0,1,Germany,Germany,Europe,Partial College,Clerical,35,2013-03-27,2-5 Miles,1,Below 40k
17084,M,0,0,France,France,Europe,Partial High School,Manual,34,2013-10-08,1-2 Miles,2,Below 40k
17085,M,1,1,United Kingdom,United Kingdom,Europe,Bachelors,Skilled Manual,41,2012-06-13,0-1 Miles,0,40K TO 80K
17086,M,0,0,Germany,Germany,Europe,High School,Manual,41,2012-08-14,1-2 Miles,1,Below 40k
17087,M,0,0,United Kingdom,United Kingdom,Europe,Partial High School,Manual,43,2013-07-20,0-1 Miles,2,Below 40k
17088,M,0,1,France,France,Europe,Partial High School,Manual,42,2013-07-20,1-2 Miles,2,Below 40k
17089,F,0,0,Germany,Germany,Europe,Partial High School,Manual,42,2013-06-08,0-1 Miles,2,Below 40k
17090,F,0,0,Germany,Germany,Europe,Partial High School,Manual,42,2013-10-15,1-2 Miles,2,Below 40k
17091,F,0,0,Germany,Germany,Europe,Partial High School,Manual,43,2013-12-19,0-1 Miles,2,Below 40k
17092,M,1,1,Germany,Germany,Europe,Bachelors,Skilled Manual,41,2013-02-09,1-2 Miles,0,40K TO 80K
17093,M,1,1,Germany,Germany,Europe,Bachelors,Skilled Manual,41,2012-08-21,0-1 Miles,1,40K TO 80K
17094,M,0,1,United Kingdom,United Kingdom,Europe,Graduate Degree,Skilled Manual,41,2012-06-22,1-2 Miles,0,40K TO 80K
17095,M,0,0,France,France,Europe,Partial High School,Manual,43,2012-01-03,0-1 Miles,2,Below 40k
17096,F,0,0,Germany,Germany,Europe,Partial High School,Manual,42,2012-08-24,0-1 Miles,2,Below 40k
