,CustomerKey,AverageVisitPerMonth,AverageSpentEachMonth,TotalVisit,TotalMonth,Gender,TotalChildren,HouseOwnerFlag,SalesTerritoryRegion,SalesTerritoryCountry,SalesTerritoryGroup,EnglishEducation,EnglishOccupation,Age,DateFirstPurchase,CommuteDistance,NumberCarsOwned,YearlyIncomeBand,TotalOrderNumber,TotalSpent,TotalProfit,TotalTransaction,AverageBasket,ChurnTarget
9723,22778,4,722.77,4,1,F,2,1,Southwest,United States,North America,Partial College,Professional,63,2013-04-24,10+ Miles,1,40K TO 80K,4,722.77,310.7606,1,4,1
9724,24673,3,2428.05,3,1,F,4,1,Southwest,United States,North America,Partial College,Professional,54,2013-03-27,1-2 Miles,2,40K TO 80K,3,2428.05,929.6635,1,3,1
9727,19389,5,138.45,5,1,M,0,0,United Kingdom,United Kingdom,Europe,Partial College,Clerical,37,2013-05-21,2-5 Miles,1,Below 40k,5,138.45,66.8735,1,5,1
9730,18244,1,3010.81,2,2,F,1,1,Australia,Australia,Pacific,Graduate Degree,Management,40,2011-05-20,0-1 Miles,0,80k to 120k,2,6021.62,2295.3779,2,1,1
9733,12207,1,2937.775,3,2,M,4,1,Northwest,United States,North America,Bachelors,Management,75,2011-12-25,5-10 Miles,2,80k to 120k,3,5875.55,2451.418,2,1,1
9736,12648,2,2272.5327,8,3,F,4,1,United Kingdom,United Kingdom,Europe,Partial College,Professional,63,2012-09-23,10+ Miles,4,Above 120k,8,6817.5982,2944.4183,3,2,1
9738,21304,3,23.97,3,1,F,2,0,Northwest,United States,North America,High School,Professional,60,2013-05-22,5-10 Miles,2,40K TO 80K,3,23.97,11.4451,1,3,1
9740,21633,2,64.98,2,1,M,3,1,Northwest,United States,North America,Bachelors,Skilled Manual,49,2013-03-23,10+ Miles,3,40K TO 80K,2,64.98,40.6774,1,2,1
9741,27341,1,661.49,2,2,F,0,0,Australia,Australia,Pacific,Bachelors,Professional,38,2012-11-17,10+ Miles,2,80k to 120k,2,1322.98,492.6238,2,1,1
9745,17162,2,39.98,2,1,F,2,1,Northwest,United States,North America,Partial College,Professional,65,2013-05-01,10+ Miles,2,40K TO 80K,2,39.98,25.0274,1,2,1
9746,25818,3,35.96,3,1,M,0,1,Australia,Australia,Pacific,Bachelors,Professional,40,2013-04-23,10+ Miles,3,80k to 120k,3,35.96,18.9509,1,3,1
9749,16223,4,562.96,4,1,M,1,1,Southwest,United States,North America,Bachelors,Skilled Manual,62,2013-02-14,1-2 Miles,1,Below 40k,4,562.96,207.1595,1,4,1
9752,20159,2,2083.615,5,2,M,0,1,Australia,Australia,Pacific,Bachelors,Clerical,36,2011-10-13,0-1 Miles,0,Below 40k,5,4167.23,1633.9713,2,2,1
9753,14749,4,98.96,4,1,M,1,1,Southwest,United States,North America,Partial College,Clerical,53,2013-03-16,0-1 Miles,1,40K TO 80K,4,98.96,38.5928,1,4,1
9755,28171,1,3578.27,1,1,M,1,1,Northwest,United States,North America,Partial College,Skilled Manual,48,2011-03-27,0-1 Miles,1,40K TO 80K,1,3578.27,1406.9758,1,1,1
9757,23717,1,29.99,1,1,M,2,1,Northwest,United States,North America,Partial College,Professional,67,2013-05-26,10+ Miles,1,40K TO 80K,1,29.99,18.7737,1,1,1
9758,29127,2,28.98,2,1,M,2,1,Southwest,United States,North America,Bachelors,Management,48,2013-03-24,2-5 Miles,3,Above 120k,2,28.98,18.1414,1,2,1
9762,27653,3,128.97,3,1,F,4,1,Canada,Canada,North America,High School,Professional,80,2013-05-18,5-10 Miles,2,Below 40k,3,128.97,60.9391,1,3,1
9766,11377,3,83.97,3,1,M,4,1,Germany,Germany,Europe,Graduate Degree,Clerical,54,2013-02-28,0-1 Miles,0,Below 40k,3,83.97,32.7691,1,3,1
9767,28689,1,2049.0982,1,1,M,2,1,France,France,Europe,High School,Manual,46,2012-04-19,0-1 Miles,0,Below 40k,1,2049.0982,943.2882,1,1,1
9768,15705,2,69.99,2,1,M,3,1,Germany,Germany,Europe,Partial College,Management,65,2013-05-20,10+ Miles,4,80k to 120k,2,69.99,43.8137,1,2,1
9769,19641,2,68.49,2,1,M,0,0,Northwest,United States,North America,Partial High School,Clerical,35,2013-04-13,5-10 Miles,2,Below 40k,2,68.49,42.8747,1,2,1
9773,22260,3,563.77,3,1,F,2,1,Northwest,United States,North America,Bachelors,Skilled Manual,47,2013-01-07,2-5 Miles,1,40K TO 80K,3,563.77,211.2266,1,3,1
9777,20142,1,3.99,1,1,F,2,1,France,France,Europe,Partial College,Manual,58,2013-01-31,0-1 Miles,0,Below 40k,1,3.99,2.4977,1,1,1
9779,21616,3,68.97,3,1,M,0,1,Northwest,United States,North America,Graduate Degree,Professional,48,2013-04-17,2-5 Miles,0,40K TO 80K,3,68.97,21.7951,1,3,1
9783,22698,3,68.97,3,1,M,0,0,France,France,Europe,Partial High School,Manual,40,2013-04-13,0-1 Miles,2,Below 40k,3,68.97,43.1751,1,3,1
9790,21115,1,4.99,1,1,M,0,1,Germany,Germany,Europe,Partial College,Clerical,38,2013-04-21,2-5 Miles,1,Below 40k,1,4.99,3.1237,1,1,1
9796,14105,4,1784.9075,4,1,M,0,0,Southwest,United States,North America,Partial College,Skilled Manual,38,2012-04-06,1-2 Miles,1,40K TO 80K,4,1784.9075,753.8773,2,2,1
9798,21742,2,30.97,2,1,F,4,1,Canada,Canada,North America,Partial College,Professional,44,2013-04-29,2-5 Miles,3,80k to 120k,2,30.97,15.8272,1,2,1
9800,26697,1,28.99,1,1,M,0,1,Southwest,United States,North America,Partial College,Professional,35,2013-05-02,5-10 Miles,2,80k to 120k,1,28.99,18.1477,1,1,1
9804,24988,2,2419.06,2,1,F,4,1,Southwest,United States,North America,Partial College,Professional,64,2013-04-04,10+ Miles,2,40K TO 80K,2,2419.06,924.0358,1,2,1
9806,29316,4,2433.04,4,1,M,2,0,Australia,Australia,Pacific,Bachelors,Professional,56,2013-05-13,2-5 Miles,1,80k to 120k,4,2433.04,932.7872,1,4,1
9809,18888,2,123.98,2,1,M,0,1,Northwest,United States,North America,Partial College,Skilled Manual,37,2013-04-24,5-10 Miles,1,40K TO 80K,2,123.98,56.2314,1,2,1
9814,17806,3,64.97,3,1,M,2,0,Germany,Germany,Europe,High School,Manual,51,2013-02-17,0-1 Miles,2,Below 40k,3,64.97,40.6711,1,3,1
9815,27544,1,2071.4196,1,1,F,1,1,Southwest,United States,North America,Partial College,Skilled Manual,53,2012-12-19,0-1 Miles,1,40K TO 80K,1,2071.4196,953.5637,1,1,1
9822,23574,1,1668.5212,3,2,F,2,1,Australia,Australia,Pacific,Bachelors,Management,66,2012-08-19,5-10 Miles,2,40K TO 80K,3,3337.0425,1290.1926,2,1,1
9825,12167,2,2987.615,4,2,M,1,1,Northwest,United States,North America,Partial College,Professional,52,2011-10-29,5-10 Miles,3,80k to 120k,4,5975.23,2509.5295,2,2,1
9830,26322,2,1456.1298,4,2,M,0,0,Northwest,United States,North America,Bachelors,Professional,42,2012-03-22,2-5 Miles,1,40K TO 80K,4,2912.2596,1296.1236,2,2,1
9831,25048,1,1523.42,3,2,F,0,0,Canada,Canada,North America,Partial College,Professional,42,2012-01-02,0-1 Miles,2,40K TO 80K,3,3046.84,1160.655,2,1,1
9838,22346,2,574.98,2,1,F,1,1,Southwest,United States,North America,Partial College,Clerical,49,2013-03-01,1-2 Miles,1,40K TO 80K,2,574.98,218.2441,1,2,1
9844,23282,3,37.27,3,1,F,1,0,Northwest,United States,North America,Partial College,Clerical,57,2013-05-01,0-1 Miles,1,40K TO 80K,3,37.27,23.3309,1,3,1
9847,19552,1,69.99,1,1,F,5,0,Northwest,United States,North America,Graduate Degree,Professional,51,2013-03-12,0-1 Miles,2,40K TO 80K,1,69.99,43.8137,1,1,1
9855,11062,3,2351.96,3,1,M,0,1,Northwest,United States,North America,High School,Skilled Manual,39,2013-01-07,5-10 Miles,2,40K TO 80K,3,2351.96,1078.6719,1,3,1
9857,20073,2,1170.48,2,1,F,0,1,Northwest,United States,North America,Graduate Degree,Skilled Manual,43,2013-05-08,1-2 Miles,0,40K TO 80K,2,1170.48,418.9079,1,2,1
9859,28778,1,3578.27,1,1,M,1,1,Canada,Canada,North America,High School,Clerical,54,2011-08-02,2-5 Miles,1,Below 40k,1,3578.27,1406.9758,1,1,1
9860,17540,2,13.98,2,1,F,4,1,Northwest,United States,North America,High School,Skilled Manual,47,2013-02-06,2-5 Miles,2,40K TO 80K,2,13.98,5.1914,1,2,1
9865,24158,3,2398.05,3,1,M,3,0,France,France,Europe,Partial College,Manual,71,2013-05-16,0-1 Miles,1,Below 40k,3,2398.05,910.8835,1,3,1
9867,27212,1,2071.4196,1,1,F,1,0,Southwest,United States,North America,High School,Clerical,59,2012-10-12,1-2 Miles,1,Below 40k,1,2071.4196,953.5637,1,1,1
9871,23989,2,58.98,2,1,M,1,0,United Kingdom,United Kingdom,Europe,Bachelors,Clerical,62,2013-02-11,0-1 Miles,0,Below 40k,2,58.98,15.5414,1,2,1
9873,18599,2,78.98,2,1,M,0,0,Northwest,United States,North America,Bachelors,Professional,51,2013-05-10,2-5 Miles,1,40K TO 80K,2,78.98,45.8814,1,2,1
9874,14271,1,21.98,1,1,M,0,1,Northwest,United States,North America,High School,Skilled Manual,41,2013-03-08,5-10 Miles,2,Below 40k,1,21.98,13.7595,1,1,1
9875,25632,2,53.98,2,1,M,2,0,United Kingdom,United Kingdom,Europe,Partial College,Manual,82,2013-03-06,2-5 Miles,1,Below 40k,2,53.98,13.9954,1,2,1
9879,12934,2,2275.7662,5,2,M,3,1,Southwest,United States,North America,Graduate Degree,Professional,40,2012-01-07,0-1 Miles,0,80k to 120k,5,4551.5325,1950.8248,2,2,1
9880,28088,1,3578.27,1,1,M,0,1,Southwest,United States,North America,Partial College,Skilled Manual,36,2011-03-06,5-10 Miles,1,40K TO 80K,1,3578.27,1406.9758,1,1,1
9882,20949,3,154.98,3,1,F,0,1,United Kingdom,United Kingdom,Europe,Partial High School,Manual,40,2013-03-30,0-1 Miles,2,Below 40k,3,154.98,97.0174,1,3,1
9885,19475,3,697.465,6,2,F,0,0,France,France,Europe,Bachelors,Professional,49,2012-11-12,0-1 Miles,0,40K TO 80K,6,1394.93,586.7343,2,3,1
9894,24281,1,1651.0262,2,2,F,3,0,Australia,Australia,Pacific,Partial High School,Clerical,55,2012-11-25,5-10 Miles,2,40K TO 80K,2,3302.0525,1268.2889,2,1,1
9903,24527,2,2419.06,2,1,M,0,1,Southwest,United States,North America,Graduate Degree,Management,47,2013-02-27,1-2 Miles,0,80k to 120k,2,2419.06,924.0358,1,2,1
9911,18768,1,2657.125,3,2,M,2,1,Australia,Australia,Pacific,Bachelors,Management,73,2011-07-25,5-10 Miles,2,40K TO 80K,3,5314.25,2047.3595,2,1,1
9914,13793,1,1510.5212,3,2,M,1,1,France,France,Europe,Bachelors,Skilled Manual,49,2012-01-18,0-1 Miles,2,Below 40k,3,3021.0425,1254.404,2,1,1
9915,11629,2,2965.115,4,2,M,4,1,Southwest,United States,North America,High School,Skilled Manual,44,2011-09-25,10+ Miles,3,40K TO 80K,4,5930.23,2485.6477,2,2,1
9917,17142,3,1728.27,3,1,M,5,1,Southwest,United States,North America,Bachelors,Management,68,2013-05-26,10+ Miles,3,40K TO 80K,3,1728.27,635.5572,1,3,1
9919,21470,4,562.96,4,1,F,2,0,Southwest,United States,North America,Partial College,Professional,68,2013-01-18,2-5 Miles,1,40K TO 80K,4,562.96,207.1595,1,4,1
9921,22944,3,64.47,3,1,F,1,1,Australia,Australia,Pacific,Bachelors,Professional,56,2013-05-07,5-10 Miles,1,80k to 120k,3,64.47,40.3581,1,3,1
9923,26691,1,28.99,1,1,F,4,0,Southwest,United States,North America,Bachelors,Management,50,2013-02-19,1-2 Miles,4,80k to 120k,1,28.99,18.1477,1,1,1
9925,25386,2,1249.84,2,1,F,1,1,Southwest,United States,North America,Bachelors,Skilled Manual,39,2013-05-14,2-5 Miles,1,40K TO 80K,2,1249.84,481.6029,1,2,1
9927,23465,2,34.98,2,1,F,4,1,Northwest,United States,North America,Partial College,Professional,51,2013-03-26,2-5 Miles,2,80k to 120k,2,34.98,21.8974,1,2,1
9931,25217,2,39.98,2,1,M,5,0,Australia,Australia,Pacific,Bachelors,Professional,47,2013-04-25,0-1 Miles,4,80k to 120k,2,39.98,25.0274,1,2,1
9936,27550,1,782.99,1,1,M,0,0,Canada,Canada,North America,Partial College,Skilled Manual,42,2012-11-27,2-5 Miles,1,40K TO 80K,1,782.99,296.2834,1,1,1
9937,16973,5,1857.92,5,1,F,2,1,Southwest,United States,North America,Bachelors,Skilled Manual,48,2013-04-16,2-5 Miles,1,40K TO 80K,5,1857.92,716.7181,1,5,1
9941,28028,3,64.47,3,1,M,2,1,Northwest,United States,North America,High School,Professional,67,2013-04-08,10+ Miles,2,40K TO 80K,3,64.47,40.3581,1,3,1
9944,17663,2,7.28,2,1,F,1,0,Southwest,United States,North America,High School,Clerical,54,2013-03-23,0-1 Miles,2,Below 40k,2,7.28,4.5572,1,2,1
9946,16326,1,24.99,1,1,M,0,0,Germany,Germany,Europe,Partial High School,Manual,42,2013-04-09,0-1 Miles,2,Below 40k,1,24.99,15.6437,1,1,1
9955,13378,3,2261.2512,6,2,F,4,1,Southwest,United States,North America,Partial College,Professional,61,2012-01-31,1-2 Miles,2,40K TO 80K,6,4522.5025,1929.092,2,3,1
9960,20411,3,69.47,3,1,M,0,1,Southwest,United States,North America,Partial College,Skilled Manual,38,2013-05-14,5-10 Miles,2,40K TO 80K,3,69.47,43.4881,1,3,1
9972,20302,2,2451.3,2,1,F,1,0,Southwest,United States,North America,Graduate Degree,Management,41,2013-03-24,0-1 Miles,3,Above 120k,2,2451.3,893.3788,1,2,1
9974,21135,5,103.95,5,1,M,0,0,United Kingdom,United Kingdom,Europe,Partial High School,Manual,34,2013-04-20,0-1 Miles,2,Below 40k,5,103.95,43.6925,1,5,1
9979,17082,1,1945.7712,3,2,F,0,0,Germany,Germany,Europe,Partial College,Clerical,41,2012-08-18,2-5 Miles,1,Below 40k,3,3891.5425,1481.4264,2,1,1
9982,12917,1,2949.13,2,2,F,4,1,Northwest,United States,North America,Graduate Degree,Professional,45,2011-12-21,0-1 Miles,0,40K TO 80K,2,5898.26,2461.3463,2,1,1
9983,16249,2,13.98,2,1,M,4,0,Southwest,United States,North America,Graduate Degree,Skilled Manual,50,2013-04-29,0-1 Miles,0,40K TO 80K,2,13.98,8.7514,1,2,1
9984,27610,3,42.97,3,1,M,2,0,Southwest,United States,North America,Partial High School,Skilled Manual,59,2013-05-18,1-2 Miles,2,80k to 120k,3,42.97,26.8991,1,3,1
9988,23096,2,7.28,2,1,F,2,1,Australia,Australia,Pacific,Partial High School,Clerical,65,2013-04-29,5-10 Miles,2,Below 40k,2,7.28,4.5572,1,2,1
9994,12814,2,29.48,2,1,F,1,0,Germany,Germany,Europe,Bachelors,Clerical,37,2013-04-28,0-1 Miles,0,Below 40k,2,29.48,18.4544,1,2,1
10005,22758,4,562.96,4,1,F,2,0,Northwest,United States,North America,Partial College,Professional,61,2013-04-04,2-5 Miles,1,40K TO 80K,4,562.96,207.1595,1,4,1
10007,20594,3,42.93,3,1,M,5,1,France,France,Europe,High School,Management,67,2013-03-30,10+ Miles,4,80k to 120k,3,42.93,26.8741,1,3,1
10010,28443,1,3374.99,1,1,M,0,0,France,France,Europe,Partial College,Clerical,39,2011-08-03,2-5 Miles,1,Below 40k,1,3374.99,1476.8956,1,1,1
10011,16664,1,2188.875,3,2,F,0,1,Australia,Australia,Pacific,Graduate Degree,Management,57,2011-02-10,5-10 Miles,1,Above 120k,3,4377.75,1775.4611,2,1,1
10015,20720,3,1938.47,3,1,F,0,0,Germany,Germany,Europe,High School,Manual,42,2012-05-09,2-5 Miles,1,Below 40k,3,1938.47,725.5973,2,1,1
10016,23299,1,29.99,1,1,F,4,1,Northwest,United States,North America,Partial College,Skilled Manual,41,2013-02-26,1-2 Miles,3,80k to 120k,1,29.99,18.7737,1,1,1
10020,23070,1,4.99,1,1,F,5,0,Canada,Canada,North America,Graduate Degree,Management,74,2013-02-03,1-2 Miles,2,40K TO 80K,1,4.99,3.1237,1,1,1
10022,23760,3,1183.47,3,1,F,1,1,United Kingdom,United Kingdom,Europe,Bachelors,Skilled Manual,41,2013-04-14,0-1 Miles,1,40K TO 80K,3,1183.47,421.8956,1,3,1
10032,15559,3,86.02,7,2,M,5,1,Canada,Canada,North America,Bachelors,Professional,50,2013-02-12,2-5 Miles,1,40K TO 80K,7,172.04,107.6969,3,2,1
10035,14085,3,36.96,3,1,M,0,0,Northwest,United States,North America,High School,Skilled Manual,35,2013-04-24,0-1 Miles,2,Below 40k,3,36.96,23.1369,1,3,1
10037,21487,2,548.98,2,1,F,4,1,Southwest,United States,North America,Partial College,Professional,66,2013-01-16,10+ Miles,2,40K TO 80K,2,548.98,201.9681,1,2,1
10044,24922,1,1072.9587,3,2,F,0,1,Australia,Australia,Pacific,Partial High School,Professional,45,2012-07-09,10+ Miles,4,Above 120k,3,2145.9175,817.8422,2,1,1
10048,16956,1,1700.99,1,1,M,2,1,Northwest,United States,North America,Bachelors,Skilled Manual,40,2013-04-11,2-5 Miles,0,40K TO 80K,1,1700.99,618.48,1,1,1
10060,28795,1,3578.27,1,1,M,2,0,Southwest,United States,North America,Partial College,Clerical,50,2011-05-16,1-2 Miles,1,40K TO 80K,1,3578.27,1406.9758,1,1,1
10062,27321,1,28.99,1,1,M,4,1,Germany,Germany,Europe,Partial College,Professional,62,2013-02-23,2-5 Miles,2,80k to 120k,1,28.99,18.1477,1,1,1
10064,25031,2,25.48,2,1,F,3,0,Australia,Australia,Pacific,Partial High School,Clerical,60,2013-05-02,1-2 Miles,2,40K TO 80K,2,25.48,15.9504,1,2,1
10067,16375,2,2478.34,2,1,F,1,1,Southwest,United States,North America,Partial College,Clerical,52,2013-05-15,1-2 Miles,1,40K TO 80K,2,2478.34,910.3058,1,2,1
10069,27046,3,36.27,3,1,F,1,1,Southwest,United States,North America,Partial College,Clerical,51,2013-04-16,0-1 Miles,1,40K TO 80K,3,36.27,22.7049,1,3,1
10070,16140,3,2528.33,3,1,M,1,1,Canada,Canada,North America,Partial College,Skilled Manual,49,2013-03-25,0-1 Miles,1,40K TO 80K,3,2528.33,921.8035,1,3,1
10071,12227,2,43.98,2,1,F,1,1,United Kingdom,United Kingdom,Europe,Partial College,Manual,57,2013-04-29,0-1 Miles,0,Below 40k,2,43.98,23.9714,1,2,1
10073,18845,1,69.99,1,1,F,2,1,Northwest,United States,North America,Graduate Degree,Management,79,2013-04-22,1-2 Miles,2,40K TO 80K,1,69.99,43.8137,1,1,1
10075,25337,2,29.98,2,1,F,3,0,Northwest,United States,North America,Partial High School,Clerical,60,2013-01-31,1-2 Miles,2,Below 40k,2,29.98,18.7674,1,2,1
10079,19535,2,1170.48,2,1,M,0,0,Southwest,United States,North America,Graduate Degree,Professional,47,2013-02-15,2-5 Miles,1,40K TO 80K,2,1170.48,418.9079,1,2,1
10088,24882,2,23.78,2,1,F,5,0,France,France,Europe,Partial High School,Skilled Manual,67,2013-03-11,5-10 Miles,2,80k to 120k,2,23.78,14.8862,1,2,1
10095,24341,4,2453.04,4,1,M,1,1,Southwest,United States,North America,Partial College,Skilled Manual,53,2013-02-24,2-5 Miles,1,40K TO 80K,4,2453.04,945.3072,1,4,1
10096,13521,1,2257.3848,2,2,F,0,1,Australia,Australia,Pacific,Partial College,Manual,37,2012-06-22,2-5 Miles,1,Below 40k,2,4514.7696,1841.9658,2,1,1
10097,28669,1,2181.5625,1,1,M,1,0,Canada,Canada,North America,Graduate Degree,Professional,44,2012-01-23,0-1 Miles,0,40K TO 80K,1,2181.5625,860.8787,1,1,1
10100,26505,2,59.98,2,1,F,2,1,Canada,Canada,North America,Partial High School,Skilled Manual,60,2013-02-04,10+ Miles,2,40K TO 80K,2,59.98,37.5474,1,2,1
10103,11526,3,2376.96,3,1,F,1,1,Canada,Canada,North America,Partial College,Clerical,47,2013-02-03,1-2 Miles,1,40K TO 80K,3,2376.96,1090.0337,1,3,1
10105,14205,1,32.6,1,1,M,5,1,France,France,Europe,Partial High School,Skilled Manual,68,2013-03-19,10+ Miles,2,80k to 120k,1,32.6,20.4076,1,1,1
10107,28460,2,119.98,2,1,M,1,1,France,France,Europe,Bachelors,Manual,57,2013-03-15,0-1 Miles,0,Below 40k,2,119.98,55.3114,1,2,1
10111,22741,2,34.98,2,1,M,4,1,Northwest,United States,North America,High School,Professional,69,2013-03-24,10+ Miles,2,40K TO 80K,2,34.98,21.8974,1,2,1
10116,26986,2,1155.48,2,1,F,1,1,Germany,Germany,Europe,Bachelors,Skilled Manual,42,2013-03-13,1-2 Miles,1,40K TO 80K,2,1155.48,429.3139,1,2,1
10120,15871,2,39.98,2,1,M,1,1,Northwest,United States,North America,Graduate Degree,Skilled Manual,43,2013-03-29,1-2 Miles,0,40K TO 80K,2,39.98,25.0274,1,2,1
10121,12562,4,58.96,4,1,F,2,1,France,France,Europe,Partial College,Manual,73,2013-03-14,2-5 Miles,1,Below 40k,4,58.96,33.3488,1,4,1
10123,16999,2,1735.98,2,1,F,4,0,Southwest,United States,North America,Bachelors,Skilled Manual,45,2013-05-12,0-1 Miles,2,40K TO 80K,2,1735.98,640.3837,1,2,1
10126,27424,1,2049.0982,1,1,M,2,1,Southwest,United States,North America,Partial College,Professional,66,2012-11-20,10+ Miles,0,40K TO 80K,1,2049.0982,943.2882,1,1,1
10127,19947,2,3028.255,4,2,M,0,0,Australia,Australia,Pacific,Bachelors,Professional,34,2011-09-16,5-10 Miles,2,40K TO 80K,4,6056.51,2317.219,2,2,1
10129,28652,1,3578.27,1,1,F,1,1,Canada,Canada,North America,Bachelors,Skilled Manual,45,2011-09-09,0-1 Miles,1,40K TO 80K,1,3578.27,1406.9758,1,1,1
10130,22549,2,34.98,2,1,F,1,1,Northwest,United States,North America,Graduate Degree,Skilled Manual,43,2013-03-02,0-1 Miles,0,40K TO 80K,2,34.98,21.8974,1,2,1
10131,21075,2,59.98,2,1,M,1,1,Germany,Germany,Europe,Bachelors,Skilled Manual,50,2013-04-16,0-1 Miles,2,Below 40k,2,59.98,37.5474,1,2,1
10139,21782,3,49.97,3,1,M,2,1,Northwest,United States,North America,High School,Professional,66,2013-04-28,10+ Miles,2,40K TO 80K,3,49.97,31.2811,1,3,1
10147,27945,2,12.98,2,1,F,4,0,United Kingdom,United Kingdom,Europe,High School,Professional,55,2013-04-26,0-1 Miles,1,Above 120k,2,12.98,4.5654,1,2,1
10149,16807,3,1728.27,3,1,F,2,1,Southwest,United States,North America,Partial College,Professional,64,2013-01-14,10+ Miles,1,40K TO 80K,3,1728.27,635.5572,1,3,1
10154,27255,1,2049.0982,1,1,M,1,1,Northwest,United States,North America,Bachelors,Skilled Manual,43,2012-10-10,2-5 Miles,0,40K TO 80K,1,2049.0982,943.2882,1,1,1
10155,19240,2,1155.48,2,1,F,1,1,Southwest,United States,North America,Graduate Degree,Skilled Manual,42,2013-01-21,1-2 Miles,0,40K TO 80K,2,1155.48,429.3139,1,2,1
10158,20308,1,69.99,1,1,F,0,1,Southwest,United States,North America,Partial College,Skilled Manual,35,2013-03-18,5-10 Miles,1,Below 40k,1,69.99,43.8137,1,1,1
10162,19432,1,934.7891,3,2,M,0,0,Germany,Germany,Europe,Partial College,Manual,40,2011-08-02,1-2 Miles,1,Below 40k,3,1869.5782,704.8598,2,1,1
10167,20116,2,119.98,2,1,F,4,1,Southwest,United States,North America,Graduate Degree,Skilled Manual,56,2013-03-04,1-2 Miles,0,40K TO 80K,2,119.98,55.3114,1,2,1
10169,22280,2,32.28,2,1,M,3,0,Southwest,United States,North America,Bachelors,Skilled Manual,44,2013-05-17,10+ Miles,3,40K TO 80K,2,32.28,20.2072,1,2,1
10171,25091,2,36.59,2,1,M,0,0,Southwest,United States,North America,Bachelors,Professional,49,2013-04-07,0-1 Miles,1,40K TO 80K,2,36.59,22.9053,1,2,1
10176,20823,2,2108.375,4,2,M,0,1,Australia,Australia,Pacific,Partial College,Manual,38,2011-12-28,0-1 Miles,0,Below 40k,4,4216.75,1664.9709,2,2,1
10180,29150,1,3578.27,1,1,M,1,1,Northwest,United States,North America,Partial College,Skilled Manual,53,2011-07-31,2-5 Miles,1,40K TO 80K,1,3578.27,1406.9758,1,1,1
10183,26279,1,2181.5625,1,1,F,2,1,Canada,Canada,North America,Partial College,Clerical,50,2012-11-24,1-2 Miles,1,40K TO 80K,1,2181.5625,860.8787,1,1,1
10185,28981,2,27.28,2,1,M,3,0,Southwest,United States,North America,Graduate Degree,Management,75,2013-03-18,1-2 Miles,2,40K TO 80K,2,27.28,17.0772,1,2,1
10187,27753,2,25.48,2,1,M,0,0,Northwest,United States,North America,High School,Skilled Manual,39,2013-03-21,1-2 Miles,2,40K TO 80K,2,25.48,15.9504,1,2,1
10188,13252,2,3410.2298,5,2,F,2,1,United Kingdom,United Kingdom,Europe,Partial College,Professional,57,2012-11-10,0-1 Miles,2,Above 120k,5,6820.4596,2942.5119,3,1,1
10189,26734,1,2049.0982,1,1,F,3,0,Northwest,United States,North America,Partial College,Professional,58,2012-07-12,1-2 Miles,2,40K TO 80K,1,2049.0982,943.2882,1,1,1
10190,20199,3,2502.83,3,1,F,1,1,Southwest,United States,North America,Graduate Degree,Professional,55,2013-02-20,0-1 Miles,1,40K TO 80K,3,2502.83,925.6365,1,3,1
10199,26488,1,4.99,1,1,F,2,1,Canada,Canada,North America,High School,Professional,67,2013-02-23,10+ Miles,2,40K TO 80K,1,4.99,3.1237,1,1,1
10201,13060,3,1404.0012,6,2,M,0,1,Southwest,United States,North America,High School,Skilled Manual,34,2012-01-04,5-10 Miles,2,Below 40k,6,2808.0025,1156.1184,2,3,1
10203,17016,4,98.96,4,1,F,1,0,Southwest,United States,North America,Bachelors,Professional,52,2013-02-16,2-5 Miles,1,40K TO 80K,4,98.96,42.1528,1,4,1
10204,17514,2,2071.115,5,2,M,4,1,Australia,Australia,Pacific,Bachelors,Management,56,2011-04-09,2-5 Miles,3,80k to 120k,5,4142.23,1663.8312,2,2,1
